	HEX_600	01_HEX_weighted_average_distance	01_HEX_weighted_mean_home_distance	01_HEX_weighted_max_home_distance	01_HEX_weighted_median_home_distance	01_HEX_weighted_radius_of_gyration	01_HEX_weighted_num_reporting_2015	01_HEX_weighted_HEX_coverage	01_HEX_weighted_subject_coverage	01_HEX_weighted_subject_hhi	01_HEX_total_reporting	01_HEX_total_user	02_HEX_weighted_average_distance	02_HEX_weighted_mean_home_distance	02_HEX_weighted_max_home_distance	02_HEX_weighted_median_home_distance	02_HEX_weighted_radius_of_gyration	02_HEX_weighted_num_reporting_2015	02_HEX_weighted_HEX_coverage	02_HEX_weighted_subject_coverage	02_HEX_weighted_subject_hhi	02_HEX_total_reporting	02_HEX_total_user	03_HEX_weighted_average_distance	03_HEX_weighted_mean_home_distance	03_HEX_weighted_max_home_distance	03_HEX_weighted_median_home_distance	03_HEX_weighted_radius_of_gyration	03_HEX_weighted_num_reporting_2015	03_HEX_weighted_HEX_coverage	03_HEX_weighted_subject_coverage	03_HEX_weighted_subject_hhi	03_HEX_total_reporting	03_HEX_total_user	04_HEX_weighted_average_distance	04_HEX_weighted_mean_home_distance	04_HEX_weighted_max_home_distance	04_HEX_weighted_median_home_distance	04_HEX_weighted_radius_of_gyration	04_HEX_weighted_num_reporting_2015	04_HEX_weighted_HEX_coverage	04_HEX_weighted_subject_coverage	04_HEX_weighted_subject_hhi	04_HEX_total_reporting	04_HEX_total_user	05_HEX_weighted_average_distance	05_HEX_weighted_mean_home_distance	05_HEX_weighted_max_home_distance	05_HEX_weighted_median_home_distance	05_HEX_weighted_radius_of_gyration	05_HEX_weighted_num_reporting_2015	05_HEX_weighted_HEX_coverage	05_HEX_weighted_subject_coverage	05_HEX_weighted_subject_hhi	05_HEX_total_reporting	05_HEX_total_user	06_HEX_weighted_average_distance	06_HEX_weighted_mean_home_distance	06_HEX_weighted_max_home_distance	06_HEX_weighted_median_home_distance	06_HEX_weighted_radius_of_gyration	06_HEX_weighted_num_reporting_2015	06_HEX_weighted_HEX_coverage	06_HEX_weighted_subject_coverage	06_HEX_weighted_subject_hhi	06_HEX_total_reporting	06_HEX_total_user
326	473	14.396409085	94.7119983501	116.8566452276	89.6240372747	2.666754314	3.1417910448	1.2014925373	1.5671641791	0.8612364105	17956	12060	14.396409085	94.7119983501	116.8566452276	89.6240372747	2.666754314	3.1417910448	1.2014925373	1.5671641791	0.8612364105	17956	12060	381.886784862	444.6045881955	766.5644536577	430.5792541071	69.9509789543	6.9311926606	2.6697247706	1.2660550459	0.9058455681	47524	35970	321.1302165429	302.6197161476	678.6811272234	158.6672080114	63.3829155699	6.8333333333	2.0833333333	2.0833333333	0.592962963	144	48	0	24.0703447332	24.0703447332	24.0703447332	0	4	1	1	0.5625	9	3	1048.4521790582	903.8686428073	2079.5692677272	896.352226474	266.058341922	9.2647058824	4.9117647059	1.5	0.7620280971	1156	476
327	474	155.829899419	730.8608336437	906.2641976948	724.3365528721	39.8166988024	2.15	1.125	1.15	0.9158497732	1600	1200	155.829899419	730.8608336437	906.2641976948	724.3365528721	39.8166988024	2.15	1.125	1.15	0.9158497732	1600	1200	377.8402102703	515.8659761696	957.091180404	486.8002325771	123.0788344661	29.8009478673	10.2322274882	1.4691943128	0.8773680887	44521	31017	915.5285527242	632.6494803898	1755.4408446348	110.1372669103	270.933559909	5.4814814815	1.2592592593	2.0740740741	0.608442644	729	216	321.1302165429	302.6197161476	678.6811272234	158.6672080114	63.3829155699	6.8333333333	2.0833333333	2.0833333333	0.592962963	144	48	3131.4761492293	2637.46879546	5561.8683307492	2080.5532279541	1014.0003103456	123.8	41.2333333333	2.9333333333	0.5614549522	900	390
328	475	96.8742583055	284.2765923376	429.7017126689	273.6223938015	32.9744412703	3.0724637681	2.0144927536	1.2463768116	0.894062086	4761	3312	96.8742583055	284.2765923376	429.7017126689	273.6223938015	32.9744412703	3.0724637681	2.0144927536	1.2463768116	0.894062086	4761	3312	471.5403162272	535.1815896196	1108.0508198885	467.8879412853	148.9718996801	20.4855072464	7.731884058	1.4420289855	0.8656757376	19044	14076	1441.7778978943	1310.4451045281	2772.2659880437	977.84929506	284.8687261953	6.375	3.71875	1.5	0.8253908175	1024	448	915.5285527242	632.6494803898	1755.4408446348	110.1372669103	270.933559909	5.4814814815	1.2592592593	2.0740740741	0.608442644	729	216	966.5201288467	966.8535476791	1825.2078213085	846.8869241804	307.8449896319	9.2777777778	3.3333333333	1.8333333333	0.7172651219	324	126
329	476	365.6305648	279.1460305532	462.9569616795	284.4697922603	41.7400274172	1.8333333333	1.2	1.3	0.8099259259	900	720	365.6305648	279.1460305532	462.9569616795	284.4697922603	41.7400274172	1.8333333333	1.2	1.3	0.8099259259	900	720	295.927092645	408.6190724912	717.5148319761	404.5919714005	90.7122699548	23.5968586387	7.3664921466	1.4345549738	0.8545314668	36481	26549	483.1855706332	417.4173616919	1129.6082629096	317.3264109969	176.4898454198	11.5238095238	4.8095238095	2.5714285714	0.4845185457	441	147	1441.7778978943	1310.4451045281	2772.2659880437	977.84929506	284.8687261953	6.375	3.71875	1.5	0.8253908175	1024	448	1642.5421070864	1361.9468799403	3438.9728106811	1184.0839437043	551.549655505	101.5151515152	31.9393939394	2.9393939394	0.5319286223	1089	429
330	479	1054.2342959584	896.544564811	1593.057852781	548.2879208259	0.0124906436	3	2	2	0.5555555556	1	1	1054.2342959584	896.544564811	1593.057852781	548.2879208259	0.0124906436	3	2	2	0.5555555556	1	1	312.1361323724	366.4034745544	702.7767867291	348.8033403681	102.1755635447	8.2401960784	3.3431372549	1.318627451	0.8901356582	41616	30192	1256.2650185711	876.213359813	2538.2234464639	527.5440204237	371.7490234764	5.9268292683	2.6341463415	1.7073170732	0.71756878	1681	533	483.1855706332	417.4173616919	1129.6082629096	317.3264109969	176.4898454198	11.5238095238	4.8095238095	2.5714285714	0.4845185457	441	147	278.8959880303	290.2142377169	687.9174878865	220.5609192978	102.6797551049	21.5161290323	6.4193548387	1.5161290323	0.8529622428	3844	1240
331	480	372.1788429007	260.9921724634	502.4600327637	204.8961933788	0.6087054089	1.6666666667	1.0555555556	1.1666666667	0.9108024691	8100	6210	372.1788429007	260.9921724634	502.4600327637	204.8961933788	0.6087054089	1.6666666667	1.0555555556	1.1666666667	0.9108024691	8100	6210	261.9836616001	294.2426616856	635.6264588432	277.0863345844	89.775810193	21.6214285714	7.5928571429	1.7571428571	0.8397986344	19600	13020	712.8604246028	448.832980534	1642.9065727848	168.383430662	25.2163129257	4.7435897436	1.3846153846	1.5128205128	0.8025071225	1521	429	1256.2650185711	876.213359813	2538.2234464639	527.5440204237	371.7490234764	5.9268292683	2.6341463415	1.7073170732	0.71756878	1681	533	1232.0030795082	1047.8129829012	2043.4283549608	963.9860978027	331.3763716082	53.6666666667	18.1764705882	1.8431372549	0.767001711	2601	1020
332	481	305.8044262939	348.9590059411	570.2377886203	313.6069029692	24.2317301273	2.328358209	1.1641791045	1.0820895522	0.9289086973	17956	12462	305.8044262939	348.9590059411	570.2377886203	313.6069029692	24.2317301273	2.328358209	1.1641791045	1.0820895522	0.9289086973	17956	12462	288.2280886822	813.8278886807	1166.5506753648	798.5987113741	93.1787059176	26.4146341463	7.756097561	1.3170731707	0.9004556221	1681	1271	183.3586603794	813.1287593941	1080.9994782992	730.7267144298	51.8005411166	4.1086956522	1.1956521739	1.3913043478	0.7981582126	2116	644	712.8604246028	448.832980534	1642.9065727848	168.383430662	25.2163129257	4.7435897436	1.3846153846	1.5128205128	0.8025071225	1521	429	602.5093125115	432.1229357877	1434.1414264159	296.911541312	236.6840155517	28.8235294118	11.1411764706	2.1176470588	0.723345216	7225	1955
333	482	0	8.6026138142	8.6026138142	8.6026138142	0	1.5	1	1	1	16	12	0	8.6026138142	8.6026138142	8.6026138142	0	1.5	1	1	1	16	12	96.8742583055	284.2765923376	429.7017126689	273.6223938015	32.9744412703	3.0724637681	2.0144927536	1.2463768116	0.894062086	4761	3312	353.2475729682	439.1430577179	758.1763003201	437.235716301	88.6983579706	6.1818181818	1.6060606061	1.8181818182	0.6815252869	1089	330	183.3586603794	813.1287593941	1080.9994782992	730.7267144298	51.8005411166	4.1086956522	1.1956521739	1.3913043478	0.7981582126	2116	644	755.1383301867	723.5754840093	1839.4784948674	630.2609028518	252.8039322952	12.7777777778	8.6666666667	1.7777777778	0.6208648819	81	36
334	483	338.3683523508	335.447138171	574.8697130751	362.5476383803	0.0218289384	2.140625	1.109375	1.21875	0.8723958333	4096	2880	338.3683523508	335.447138171	574.8697130751	362.5476383803	0.0218289384	2.140625	1.109375	1.21875	0.8723958333	4096	2880	365.6305648	279.1460305532	462.9569616795	284.4697922603	41.7400274172	1.8333333333	1.2	1.3	0.8099259259	900	720	0	19.2844420387	19.2844420387	19.2844420387	0	3	1	2.5	0.2777777778	16	8	353.2475729682	439.1430577179	758.1763003201	437.235716301	88.6983579706	6.1818181818	1.6060606061	1.8181818182	0.6815252869	1089	330	519.5628482972	439.9228560267	1140.4967236945	305.5277407882	190.9643955572	42.5762711864	13	1.7288135593	0.7964573054	3481	1121
335	484	697.9065204282	1355.1179709058	1884.0161522251	1710.005746221	222.7800293371	2.5185185185	1.2407407407	1.1666666667	0.9448971193	2916	2160	697.9065204282	1355.1179709058	1884.0161522251	1710.005746221	222.7800293371	2.5185185185	1.2407407407	1.1666666667	0.9448971193	2916	2160	5023.0297899124	3991.0717464926	10513.320934418	3531.0405108044	1899.2968295812	713.7142857143	196.1428571429	6.4285714286	0.3228933474	49	21	0	31.7157395228	31.7157395228	31.7157395228	0	5	1	2	0.68	25	5	0	19.2844420387	19.2844420387	19.2844420387	0	3	1	2.5	0.2777777778	16	8	1997.8486557987	1592.6850791908	4065.139551466	1407.1522653508	757.2274089343	150.18	51.94	2.98	0.6694551062	2500	850
336	486	148.1581549708	311.9029871194	534.8907915732	292.9892558335	53.9998281521	2.1826923077	1.1730769231	1.1923076923	0.9242386185	10816	8008	148.1581549708	311.9029871194	534.8907915732	292.9892558335	53.9998281521	2.1826923077	1.1730769231	1.1923076923	0.9242386185	10816	8008	368.0889655062	401.3325244994	640.1468918294	345.8529847455	0.6020163385	1.6593406593	1.0549450549	1.1648351648	0.9117826618	8281	6370	202.0522341793	150.078226424	322.2781585665	63.9782603528	0.0002492972	3	2	1	1	4	2	0	31.7157395228	31.7157395228	31.7157395228	0	5	1	2	0.68	25	5	1168.0832820008	997.3906005605	2211.7271564782	918.8319109412	413.564134859	21.5454545455	12.1818181818	2.0454545455	0.5798046124	484	220
337	487	265.6779427002	276.213282502	539.4473930357	295.8298372861	46.3269128676	2.4583333333	1.3541666667	1.1979166667	0.8957860463	9216	6432	265.6779427002	276.213282502	539.4473930357	295.8298372861	46.3269128676	2.4583333333	1.3541666667	1.1979166667	0.8957860463	9216	6432	380.2153343183	401.9572010043	723.0133557142	361.655393375	56.6377583238	11.2573529412	4.125	1.1617647059	0.9218493677	18496	12920	1267.6309256103	670.9952810896	1275.335804673	676.3915165055	343.969686454	3	1.5	1.1666666667	0.7777777778	36	24	202.0522341793	150.078226424	322.2781585665	63.9782603528	0.0002492972	3	2	1	1	4	2	0	23.2189706375	23.2189706375	23.2189706375	0	3	1	1	1	9	3
338	488	688.5888927578	702.3456571426	1187.5318463174	557.075680441	176.8974555809	3.2947368421	1.5263157895	1.2947368421	0.850793746	9025	6650	688.5888927578	702.3456571426	1187.5318463174	557.075680441	176.8974555809	3.2947368421	1.5263157895	1.2947368421	0.850793746	9025	6650	0	8.6026138142	8.6026138142	8.6026138142	0	1.5	1	1	1	16	12	20.9288228587	121.3010112712	152.2450112871	114.9676639406	7.1095678341	4.2	1.2666666667	1.1333333333	0.9575757576	225	90	1267.6309256103	670.9952810896	1275.335804673	676.3915165055	343.969686454	3	1.5	1.1666666667	0.7777777778	36	24	772.3666366254	417.1368404401	1392.470693479	34.5815082582	1.8300168107	4.7941176471	1.1470588235	2	0.7250816993	1156	340
339	489	257.7474906229	445.3847776911	589.9519531983	408.9290913632	66.6155995523	3.9777777778	1.4888888889	1.2222222222	0.8867065108	2025	1440	383.6030048722	548.1610173238	885.8399569915	501.2175559547	120.4610840799	4.3913043478	1.9565217391	1.3260869565	0.8730602651	2116	1518	487.3664688609	467.6916706701	923.6496892283	460.4651326069	65.1312244155	6.3181818182	3.5606060606	1.303030303	0.8693819759	4356	3102	326.808998492	324.4959824933	829.2728501941	284.6067836419	110.917996479	5.5	2.35	1.7	0.7677721088	400	120	20.9288228587	121.3010112712	152.2450112871	114.9676639406	7.1095678341	4.2	1.2666666667	1.1333333333	0.9575757576	225	90	1752.6358751762	1096.5681287431	6442.0124808738	227.0515469972	118.154691324	5.1176470588	1.6470588235	2.2352941176	0.6537990196	289	102
340	490	423.5367720921	409.012011503	913.1150963616	358.1694393789	122.5340375876	4.7340425532	3.1914893617	1.5	0.8292508065	8836	6204	423.5367720921	409.012011503	913.1150963616	358.1694393789	122.5340375876	4.7340425532	3.1914893617	1.5	0.8292508065	8836	6204	1006.0691645479	1584.2510499333	2581.1645648139	1882.1953764852	350.5425255784	54.3275862069	15.5689655172	1.5517241379	0.902658752	3364	2436	203.2201290885	121.6991382514	396.1706118296	30.2086470587	0.0003922911	4	2	2	0.625	1	1	326.808998492	324.4959824933	829.2728501941	284.6067836419	110.917996479	5.5	2.35	1.7	0.7677721088	400	120	2146.2984687805	1595.576714936	4398.0327472399	1446.803907065	891.1366589977	246.2	81.6	3.2	0.517049716	25	15
341	491	98.4874846766	101.0628045036	151.7209891785	99.4156603831	0.001128161	2.1123595506	1.0224719101	1.1460674157	0.9310861423	31684	21538	98.4874846766	101.0628045036	151.7209891785	99.4156603831	0.001128161	2.1123595506	1.0224719101	1.1460674157	0.9310861423	31684	21538	251.1739522799	394.8255928513	719.1259442025	365.5424722497	97.4962021291	3.3301886792	2	1.2169811321	0.9198147066	11236	8374	679.2260202808	551.7009928417	2083.4811287994	278.7202556135	459.2693704836	11.3513513514	2.2162162162	2.7297297297	0.6532352665	1369	296	203.2201290885	121.6991382514	396.1706118296	30.2086470587	0.0003922911	4	2	2	0.625	1	1	1662.5555795966	1308.0083526775	3511.4462560562	1107.6571147085	598.5374812176	209.0625	62.1875	3.5	0.519561394	256	96
342	492	88.5728637004	331.5126406826	428.7293824992	305.6699305058	18.5357746889	2.1585365854	1.1219512195	1.1646341463	0.895493854	26896	18204	88.5728637004	331.5126406826	428.7293824992	305.6699305058	18.5357746889	2.1585365854	1.1219512195	1.1646341463	0.895493854	26896	18204	368.1273328434	381.816359372	791.6335538429	379.2086230931	92.3059571863	4.0510204082	2.3571428571	1.2142857143	0.8970301561	9604	6762	474.360613363	1349.9149313762	1844.8400116068	1215.4061953402	174.2749790719	4.3333333333	1.8333333333	2.125	0.6033796296	576	216	679.2260202808	551.7009928417	2083.4811287994	278.7202556135	459.2693704836	11.3513513514	2.2162162162	2.7297297297	0.6532352665	1369	296	1069.2283486183	762.8312540706	2057.8628025494	253.9249378307	332.0298315575	8.0714285714	3.1785714286	2.1071428571	0.6148307989	784	252
343	493	199.1748659157	146.3468564261	421.7688937856	97.8981882294	46.3059706969	3.1414141414	1.1565656566	1.4242424242	0.854983938	39204	23760	199.1748659157	146.3468564261	421.7688937856	97.8981882294	46.3059706969	3.1414141414	1.1565656566	1.4242424242	0.854983938	39204	23760	988.8476614993	916.5888258889	1812.9261390978	751.1683602931	301.1893634958	37.7425742574	12.9702970297	1.6237623762	0.8227093918	10201	7373	656.1981641166	418.62046534	1602.4106840739	75.1963005613	258.5342851826	9.1111111111	2.1388888889	1.7777777778	0.76490422	1296	360	474.360613363	1349.9149313762	1844.8400116068	1215.4061953402	174.2749790719	4.3333333333	1.8333333333	2.125	0.6033796296	576	216	2335.3092548521	2544.1571283081	4263.2509920839	2567.8452555729	636.5800189812	13.3953488372	7.9069767442	1.9069767442	0.7510172193	1849	731
344	494	218.4201678151	273.7016799748	481.306357765	261.1668854909	33.9591139984	2.776119403	2.0597014925	1.1641791045	0.9080266259	4489	3819	218.4201678151	273.7016799748	481.306357765	261.1668854909	33.9591139984	2.776119403	2.0597014925	1.1641791045	0.9080266259	4489	3819	383.6030048722	548.1610173238	885.8399569915	501.2175559547	120.4610840799	4.3913043478	1.9565217391	1.3260869565	0.8730602651	2116	1518	1331.7723707579	992.1786436285	2292.9123491555	841.5807352033	305.8120939352	6	3.25	1.5	0.83326406	1296	540	656.1981641166	418.62046534	1602.4106840739	75.1963005613	258.5342851826	9.1111111111	2.1388888889	1.7777777778	0.76490422	1296	360	715.0478473867	586.285212986	1604.5356046937	474.2245310177	269.724806561	56.3181818182	17	2.8181818182	0.4754354107	484	176
345	495	115.7626189719	523.2403404508	656.1447641381	477.1961031	31.6122141674	2.4662162162	1.1081081081	1.2567567568	0.8670827287	21904	14504	115.7626189719	523.2403404508	656.1447641381	477.1961031	31.6122141674	2.4662162162	1.1081081081	1.2567567568	0.8670827287	21904	14504	583.1435417967	524.1717458945	1242.9572000461	463.6616748039	187.640994895	35.4226804124	11.5360824742	1.7010309278	0.8124087066	9409	6499	834.0766449785	863.289225248	1468.924516104	1084.4235563894	151.1410000156	4.2	1.6	1.1	0.9481591059	400	160	1331.7723707579	992.1786436285	2292.9123491555	841.5807352033	305.8120939352	6	3.25	1.5	0.83326406	1296	540	1542.8022156725	1124.2142059082	3163.3419200475	775.8029358612	505.145196765	53.1818181818	16.4318181818	1.9772727273	0.7038721799	1936	660
346	496	234.6285271171	676.999106787	825.8643112455	662.1676427262	25.4400005439	2.1470588235	1.1764705882	1.1911764706	0.8985743464	18496	13056	234.6285271171	676.999106787	825.8643112455	662.1676427262	25.4400005439	2.1470588235	1.1764705882	1.1911764706	0.8985743464	18496	13056	190.7548911016	239.9535512903	421.6521529358	216.2254977629	34.9799094628	8.1923076923	2.8626373626	1.2087912088	0.9251849399	33124	22568	765.5073325172	585.4771190269	1099.7048289934	911.6094960751	257.5417825158	4.25	1.375	1.25	0.9382716049	64	24	834.0766449785	863.289225248	1468.924516104	1084.4235563894	151.1410000156	4.2	1.6	1.1	0.9481591059	400	160	1171.8882862007	877.4350908286	2695.7659808563	512.7630188652	225.6164461129	33.511627907	11.5813953488	1.8372093023	0.7871781624	1849	602
347	497	444.3458392717	376.8891706114	660.4524030165	362.3458792286	62.4869745901	2.6197183099	1.4225352113	1.3661971831	0.8159389671	5041	2982	444.3458392717	376.8891706114	660.4524030165	362.3458792286	62.4869745901	2.6197183099	1.4225352113	1.3661971831	0.8159389671	5041	2982	367.5872701914	548.6698664419	845.622911984	523.6688656231	98.8315494298	17.0350877193	6.1228070175	1.3099415205	0.8837256565	29241	19494	633.0300691531	338.2063079821	1366.5913347251	25.899148335	97.1319042679	8.7692307692	2	2.6153846154	0.4729020979	169	39	765.5073325172	585.4771190269	1099.7048289934	911.6094960751	257.5417825158	4.25	1.375	1.25	0.9382716049	64	24	820.7669338231	1227.2948030263	2319.1580659505	1109.4431986056	298.6998432404	70.6346153846	22.8269230769	2	0.751934096	2704	936
348	499	0	1479.5993440063	1479.5993440063	1479.5993440063	0	1.4210526316	1	1	1	361	304	0	1479.5993440063	1479.5993440063	1479.5993440063	0	1.4210526316	1	1	1	361	304	331.5525708114	248.5411138933	701.3695125067	191.925505369	99.1051491604	12.842364532	5.2610837438	1.5467980296	0.8447504599	41209	24969	419.8237118452	421.1417454207	791.7039064759	478.3407293808	139.6869399767	4.6153846154	1.4615384615	1.6923076923	0.6585576923	169	52	633.0300691531	338.2063079821	1366.5913347251	25.899148335	97.1319042679	8.7692307692	2	2.6153846154	0.4729020979	169	39	1052.3329537419	945.2875801032	2227.2840595511	895.167658647	367.6502504263	117.4736842105	34.1052631579	2.6052631579	0.6308539682	1444	456
349	500	237.0540347172	161.5926394021	446.6543547805	53.2019619505	0.5186331932	2.275	1.0583333333	1.3166666667	0.8929398148	14400	10320	237.0540347172	161.5926394021	446.6543547805	53.2019619505	0.5186331932	2.275	1.0583333333	1.3166666667	0.8929398148	14400	10320	218.4201678151	273.7016799748	481.306357765	261.1668854909	33.9591139984	2.776119403	2.0597014925	1.1641791045	0.9080266259	4489	3819	1638.0044713158	1100.7377599158	3030.476268838	785.0437760208	0.098615607	3.7777777778	1.5555555556	1.3333333333	0.875	81	27	419.8237118452	421.1417454207	791.7039064759	478.3407293808	139.6869399767	4.6153846154	1.4615384615	1.6923076923	0.6585576923	169	52	1929.8358927686	1518.135772817	4160.0141290085	1392.912500741	726.7811219314	213.5	71.3333333333	4.1666666667	0.289859785	36	24
350	501	817.9556326927	609.7860106033	3018.0299858438	220.7917503486	52.8589574807	3.0263157895	1.3157894737	1.6052631579	0.8188048246	1444	912	817.9556326927	609.7860106033	3018.0299858438	220.7917503486	52.8589574807	3.0263157895	1.3157894737	1.6052631579	0.8188048246	1444	912	227.1260836005	600.0248830836	884.5720654338	547.5128844142	74.6155855556	17.4238410596	5.701986755	1.3841059603	0.8559005366	22801	15100	1498.2853920761	1031.7281430962	3479.7318507034	430.3171391049	408.871195011	9.2	3.75	2.45	0.6772027365	1600	600	1638.0044713158	1100.7377599158	3030.476268838	785.0437760208	0.098615607	3.7777777778	1.5555555556	1.3333333333	0.875	81	27	0	31.7157395228	31.7157395228	31.7157395228	0	5	1	2	0.68	25	5
351	502	1.5416813706	44.5392455732	45.2898094822	44.5392455732	1.770438221325977e-07	1.5897435897	1	1.1025641026	0.9150641026	1521	1170	1.5416813706	44.5392455732	45.2898094822	44.5392455732	1.770438221325977e-07	1.5897435897	1	1.1025641026	0.9150641026	1521	1170	801.1980029033	1045.9163850795	1921.5131386062	984.8858542111	249.0886845831	50.3355263158	17.7960526316	1.7236842105	0.8452154955	23104	15656	1995.0655792105	2128.153064389	6923.5734230497	1456.2586518711	1138.3612787016	13.3	4.7833333333	3.2333333333	0.6015415435	3600	1260	1498.2853920761	1031.7281430962	3479.7318507034	430.3171391049	408.871195011	9.2	3.75	2.45	0.6772027365	1600	600	202.0522341793	150.078226424	322.2781585665	63.9782603528	0.0002492972	3	2	1	1	4	2
352	503	363.323133443	579.4245683084	841.2913933769	525.4423777573	23.7773662866	3.34375	1.4375	1.5	0.8004861111	1024	704	363.323133443	579.4245683084	841.2913933769	525.4423777573	23.7773662866	3.34375	1.4375	1.5	0.8004861111	1024	704	585.6374615815	505.9445893055	988.5057732967	482.2693677764	124.6433376853	7.6849315068	4.397260274	1.4383561644	0.811721938	5329	3212	113.7862853357	82.1862118846	190.8212055294	27.884958562	0.0036448394	3.3043478261	1.0434782609	1.2173913043	0.8559782609	529	184	1995.0655792105	2128.153064389	6923.5734230497	1456.2586518711	1138.3612787016	13.3	4.7833333333	3.2333333333	0.6015415435	3600	1260	1267.6309256103	670.9952810896	1275.335804673	676.3915165055	343.969686454	3	1.5	1.1666666667	0.7777777778	36	24
353	506	253.9210754047	206.9239781954	509.2897990997	68.6119216861	71.7177183478	2.5392156863	1.0784313725	1.3137254902	0.8742936411	10404	6732	253.9210754047	206.9239781954	509.2897990997	68.6119216861	71.7177183478	2.5392156863	1.0784313725	1.3137254902	0.8742936411	10404	6732	0	1479.5993440063	1479.5993440063	1479.5993440063	0	1.4210526316	1	1	1	361	304	101.8803200065	77.7151582561	114.6438006895	77.7151582561	6.851227498714252e-05	3.1	1.1	1.4	0.7791666667	100	40	113.7862853357	82.1862118846	190.8212055294	27.884958562	0.0036448394	3.3043478261	1.0434782609	1.2173913043	0.8559782609	529	184	1368.0536344947	1088.1685170095	2884.8795177734	990.8608506407	562.2834549008	174.9	55.1	2.55	0.822191155	400	160
354	507	513.2031995432	544.0246258548	1064.0507564031	425.7683380439	101.2866582335	3.2	1.9666666667	1.2	0.926805624	8100	5310	513.2031995432	544.0246258548	1064.0507564031	425.7683380439	101.2866582335	3.2	1.9666666667	1.2	0.926805624	8100	5310	237.0540347172	161.5926394021	446.6543547805	53.2019619505	0.5186331932	2.275	1.0583333333	1.3166666667	0.8929398148	14400	10320	192.9633846946	198.5923007865	342.1281199048	227.3520502394	7.3189109514	3.3043478261	1.2608695652	1.5217391304	0.7101449275	529	207	101.8803200065	77.7151582561	114.6438006895	77.7151582561	6.851227498714252e-05	3.1	1.1	1.4	0.7791666667	100	40	326.808998492	324.4959824933	829.2728501941	284.6067836419	110.917996479	5.5	2.35	1.7	0.7677721088	400	120
355	508	349.0471422724	493.2984977731	764.2159686618	472.6915373359	36.3384992015	3.3529411765	1.8137254902	1.4019607843	0.854655779	10404	8160	349.0471422724	493.2984977731	764.2159686618	472.6915373359	36.3384992015	3.3529411765	1.8137254902	1.4019607843	0.854655779	10404	8160	817.9556326927	609.7860106033	3018.0299858438	220.7917503486	52.8589574807	3.0263157895	1.3157894737	1.6052631579	0.8188048246	1444	912	663.5638610359	386.013685695	1040.6914733902	75.29367131	134.9883074213	3.0909090909	1.5454545455	1.5454545455	0.7575757576	121	66	192.9633846946	198.5923007865	342.1281199048	227.3520502394	7.3189109514	3.3043478261	1.2608695652	1.5217391304	0.7101449275	529	207	203.2201290885	121.6991382514	396.1706118296	30.2086470587	0.0003922911	4	2	2	0.625	1	1
356	509	488.8779484158	446.5002942638	1090.4364333006	311.6376252548	143.7897172763	3.0849056604	1.6509433962	1.2735849057	0.8695313206	11236	7526	488.8779484158	446.5002942638	1090.4364333006	311.6376252548	143.7897172763	3.0849056604	1.6509433962	1.2735849057	0.8695313206	11236	7526	263.2101931062	235.1878809228	577.664762727	217.0448555727	108.6752024852	31.243902439	10.8292682927	1.3658536585	0.8923231361	1681	1312	1499.5713453327	1358.8120304483	2679.379220801	941.0294695588	328.8910109436	6.5925925926	2.3518518519	1.5925925926	0.7748475409	2916	1134	663.5638610359	386.013685695	1040.6914733902	75.29367131	134.9883074213	3.0909090909	1.5454545455	1.5454545455	0.7575757576	121	66	921.1189440861	764.6436910925	2580.2737220638	488.4509935068	557.6919592947	38.9743589744	10.8717948718	2.8205128205	0.6521813133	1521	390
357	510	267.4964627093	420.627720544	777.5734767147	345.7131147563	6.7376259229	2.2054794521	1.1164383562	1.1780821918	0.9164231355	21316	15330	267.4964627093	420.627720544	777.5734767147	345.7131147563	6.7376259229	2.2054794521	1.1164383562	1.1780821918	0.9164231355	21316	15330	929.0180255461	1208.2296592325	2265.5812247281	1121.5912860567	258.8346063193	91.1081081081	27.4864864865	2.1621621622	0.7517022244	1369	925	1671.1040418561	1063.9827792295	2527.2541239974	735.1045717759	413.4173156319	3.7777777778	2.1111111111	1.6111111111	0.7208719136	324	180	1499.5713453327	1358.8120304483	2679.379220801	941.0294695588	328.8910109436	6.5925925926	2.3518518519	1.5925925926	0.7748475409	2916	1134	1253.9582634374	1798.0328499564	3308.8650794744	1605.4912476697	476.492272701	85.1428571429	28.7142857143	2.8214285714	0.5661287582	784	308
358	511	206.8772076687	443.9079451026	597.3533397202	420.2173571753	14.8946388419	2.1875	1.1	1.15625	0.9107204861	25600	17440	206.8772076687	443.9079451026	597.3533397202	420.2173571753	14.8946388419	2.1875	1.1	1.15625	0.9107204861	25600	17440	302.1269177577	246.446455528	603.6001473244	108.1029909191	90.2605479373	3.2718446602	1.6019417476	1.3300970874	0.8734491492	10609	6901	423.6992731151	272.9929182315	729.5268593077	118.6145961615	0.3840069015	4.2432432432	1.4054054054	1.1621621622	0.9368168168	1369	481	1671.1040418561	1063.9827792295	2527.2541239974	735.1045717759	413.4173156319	3.7777777778	2.1111111111	1.6111111111	0.7208719136	324	180	1367.4693439118	1005.390347942	2870.3399790169	660.0859826494	452.439230666	26.1219512195	13.1219512195	2.0731707317	0.7340591571	1681	615
