	HEX_600	01_HEX_weighted_average_distance	01_HEX_weighted_mean_home_distance	01_HEX_weighted_max_home_distance	01_HEX_weighted_median_home_distance	01_HEX_weighted_radius_of_gyration	01_HEX_weighted_num_reporting_2015	01_HEX_weighted_HEX_coverage	01_HEX_weighted_subject_coverage	01_HEX_weighted_subject_hhi	01_HEX_total_reporting	01_HEX_total_user	02_HEX_weighted_average_distance	02_HEX_weighted_mean_home_distance	02_HEX_weighted_max_home_distance	02_HEX_weighted_median_home_distance	02_HEX_weighted_radius_of_gyration	02_HEX_weighted_num_reporting_2015	02_HEX_weighted_HEX_coverage	02_HEX_weighted_subject_coverage	02_HEX_weighted_subject_hhi	02_HEX_total_reporting	02_HEX_total_user	03_HEX_weighted_average_distance	03_HEX_weighted_mean_home_distance	03_HEX_weighted_max_home_distance	03_HEX_weighted_median_home_distance	03_HEX_weighted_radius_of_gyration	03_HEX_weighted_num_reporting_2015	03_HEX_weighted_HEX_coverage	03_HEX_weighted_subject_coverage	03_HEX_weighted_subject_hhi	03_HEX_total_reporting	03_HEX_total_user	04_HEX_weighted_average_distance	04_HEX_weighted_mean_home_distance	04_HEX_weighted_max_home_distance	04_HEX_weighted_median_home_distance	04_HEX_weighted_radius_of_gyration	04_HEX_weighted_num_reporting_2015	04_HEX_weighted_HEX_coverage	04_HEX_weighted_subject_coverage	04_HEX_weighted_subject_hhi	04_HEX_total_reporting	04_HEX_total_user	05_HEX_weighted_average_distance	05_HEX_weighted_mean_home_distance	05_HEX_weighted_max_home_distance	05_HEX_weighted_median_home_distance	05_HEX_weighted_radius_of_gyration	05_HEX_weighted_num_reporting_2015	05_HEX_weighted_HEX_coverage	05_HEX_weighted_subject_coverage	05_HEX_weighted_subject_hhi	05_HEX_total_reporting	05_HEX_total_user	06_HEX_weighted_average_distance	06_HEX_weighted_mean_home_distance	06_HEX_weighted_max_home_distance	06_HEX_weighted_median_home_distance	06_HEX_weighted_radius_of_gyration	06_HEX_weighted_num_reporting_2015	06_HEX_weighted_HEX_coverage	06_HEX_weighted_subject_coverage	06_HEX_weighted_subject_hhi	06_HEX_total_reporting	06_HEX_total_user
127	207	1631.5979761413	1209.3822108314	3410.6037123997	898.9453370509	377.2902035685	9.8723404255	4.0212765957	2.0425531915	0.6622941948	2209	1645	1631.5979761413	1209.3822108314	3410.6037123997	898.9453370509	377.2902035685	9.8723404255	4.0212765957	2.0425531915	0.6622941948	2209	1645	679.275430916	926.1467165565	1127.5357772857	1127.5357772857	212.3150442134	3	1.5714285714	1.2857142857	0.8214285714	49	49	509.1637621879	479.6843682013	894.5566687596	480.7680755192	174.0895539508	3.9523809524	1.380952381	1.7619047619	0.5644444444	441	189	503.8317341738	380.3466274625	1026.6790676877	237.2740843745	92.794103336	5.4489795918	1.9795918367	1.7755102041	0.6466403208	2401	980	3012.8300084897	2313.4442803955	6788.2755578199	1795.0444172157	1078.32933529	146	48.5142857143	3.6571428571	0.4868582682	1225	700
128	208	1083.4873507839	1022.5223960842	2108.2280973261	875.9249428793	184.0607529563	9	3.1428571429	1.8285714286	0.7181618481	1225	910	1083.4873507839	1022.5223960842	2108.2280973261	875.9249428793	184.0607529563	9	3.1428571429	1.8285714286	0.7181618481	1225	910	506.2441167862	836.2895595155	1599.5184113221	778.5817099786	207.0241953534	16.2153846154	9.4461538462	1.8461538462	0.8247009065	4225	3120	10.2245198242	152.2189751781	153.7194262345	153.7194262345	2.5357087858018145e-08	3.5714285714	1	1.5714285714	0.7857142857	49	14	509.1637621879	479.6843682013	894.5566687596	480.7680755192	174.0895539508	3.9523809524	1.380952381	1.7619047619	0.5644444444	441	189	2738.5578315267	2028.8809866164	5689.8314912951	1686.9920132728	1018.9694336079	255.3076923077	76.7692307692	4.0769230769	0.4589318493	676	312
129	209	451.5352626007	978.8234872403	1355.2027330978	917.6790058311	91.6666718949	4.4509803922	2.0784313725	1.4705882353	0.8598275421	2601	1989	559.1422988217	1059.4824932702	1602.2334522244	989.53514923	138.8174645088	4.8076923077	2.4807692308	1.5576923077	0.8482727664	2704	2080	882.2943349391	1363.0020065469	2557.0026251788	1203.8120646974	315.2817033579	52.4720812183	15.0203045685	2.2284263959	0.7557502138	38809	22261	942.7009967506	745.8622989221	3395.886102173	466.4209680607	578.4715440392	17.875	4.4166666667	2.0416666667	0.6379152112	5184	1656	10.2245198242	152.2189751781	153.7194262345	153.7194262345	2.5357087858018145e-08	3.5714285714	1	1.5714285714	0.7857142857	49	14	1825.5788470412	1425.4014003111	3690.6964575329	1170.442475795	701.3045861929	78.35	30.2	3.15	0.570424496	400	240
130	210	1084.6970504796	1194.1653360396	1979.2481369076	1172.4328836758	165.2566759022	4.3731343284	2.1641791045	1.5373134328	0.8139887298	4489	3350	1084.6970504796	1194.1653360396	1979.2481369076	1172.4328836758	165.2566759022	4.3731343284	2.1641791045	1.5373134328	0.8139887298	4489	3350	300.3694652383	765.8058529131	1132.0953561543	718.2414197055	90.6705917801	41.48	12.04	1.28	0.971387583	625	525	840.6799807156	651.6643166015	2835.7000863658	415.5080753218	480.606542842	15.619047619	4.8412698413	2	0.722498928	3969	1386	1012.6242864676	806.5092783998	3543.8986230704	523.787783054	605.3898501183	17.9452054795	4.6712328767	2.095890411	0.632724307	5329	1752	2830.3042284225	2443.1675293992	5507.7152909203	2361.8805453726	1004.4767961967	215.9756097561	64.9024390244	3.6341463415	0.5205650839	1681	820
131	211	213.6827929266	346.6085712831	552.8552332972	314.8099920235	62.8153816747	3.5871212121	1.6553030303	1.5795454545	0.8106437952	69696	45408	213.6827929266	346.6085712831	552.8552332972	314.8099920235	62.8153816747	3.5871212121	1.6553030303	1.5795454545	0.8106437952	69696	45408	3086.3377578092	2046.9721241258	4275.9597992186	2265.314039459	361.5885015775	6	4.5	2.5	0.52	4	4	326.2282503067	337.7719137856	836.2804055209	284.3892206258	146.5468431961	6.6785714286	1.8214285714	1.6666666667	0.7187227557	7056	2268	840.6799807156	651.6643166015	2835.7000863658	415.5080753218	480.606542842	15.619047619	4.8412698413	2	0.722498928	3969	1386	1221.3408679416	1038.5045484524	2555.1827729548	881.5543987592	469.343529511	61.9508196721	22.6393442623	2.7868852459	0.5535711036	14884	5368
132	212	282.0737849028	367.9557461285	735.3051098752	336.9328779803	88.7635630632	14.9380733945	2.4587155963	1.6811926606	0.7749174708	190096	114232	282.0737849028	367.9557461285	735.3051098752	336.9328779803	88.7635630632	14.9380733945	2.4587155963	1.6811926606	0.7749174708	190096	114232	2242.2153066111	1696.0849808011	4637.5075000851	1377.7692753399	662.139175249	90.2280701754	30.3157894737	2.7368421053	0.619123498	3249	2337	892.8474271355	1004.9985424128	1767.2017878453	1076.3374807225	194.9390889901	5	2.6818181818	1.7727272727	0.7711560045	484	242	393.5326373159	394.6580301033	993.5100493111	335.7987411193	174.7463848976	6.8705882353	2.0705882353	1.7176470588	0.7133140081	7225	2380	980.4976673615	905.2995491946	2301.8302443983	768.8002885886	382.6297919746	67.8617511521	17.1198156682	2.6912442396	0.5723083029	47089	14105
133	213	157.2322414071	549.4578655466	743.5267842935	536.6494368397	63.6177733296	10.5	2.023255814	1.3255813953	0.8764281435	7396	5590	157.2322414071	549.4578655466	743.5267842935	536.6494368397	63.6177733296	10.5	2.023255814	1.3255813953	0.8764281435	7396	5590	2027.3631683538	1694.1596548362	4061.2577306368	1492.134352406	602.1267186261	151.3863636364	45.8409090909	2.8863636364	0.6461870019	1936	1276	562.4710043658	425.1986149319	1212.8021590403	307.2781821454	127.5729562385	10.962962963	3.1666666667	1.7962962963	0.7941109041	2916	1026	892.8474271355	1004.9985424128	1767.2017878453	1076.3374807225	194.9390889901	5	2.6818181818	1.7727272727	0.7711560045	484	242	1402.1202715764	1396.4743388399	3054.1703424547	1287.2109862706	560.3351277506	113.1052631579	32.0789473684	2.5	0.6898373743	1444	684
134	214	0	86.5983580535	86.5983580535	86.5983580535	0	1.8	1	1	1	25	15	1007.8501910152	934.3472651767	2438.9653196583	847.8650421399	423.917981303	5.3333333333	4.6666666667	1.8333333333	0.8764965343	36	24	837.9240827489	1233.4496876954	2142.5838801612	1140.7373515077	255.0204459612	29.3090909091	11.6545454545	1.8181818182	0.8256089076	3025	2365	1802.0411311019	1373.6741484277	3169.6460616072	1006.5615195383	470.7299561944	14.4137931034	3.1724137931	2.3793103448	0.5369094953	841	493	562.4710043658	425.1986149319	1212.8021590403	307.2781821454	127.5729562385	10.962962963	3.1666666667	1.7962962963	0.7941109041	2916	1026	4785.4446249447	3878.0771682582	9971.7798996056	3486.7874223561	1877.3074749448	18	17	4.5	0.4933949285	4	4
135	215	498.150893849	1204.4021664653	1482.3254406613	1254.8273595917	112.709925043	3.1836734694	1.5102040816	1.4897959184	0.8049886621	2401	1568	609.1298988939	1283.7759591519	1736.6949344017	1322.8147816513	161.3258842985	3.58	1.94	1.58	0.794068473	2500	1650	1815.0985026101	1746.186780185	3466.5555313808	1706.0329687983	496.1947130422	107.3493975904	32.6265060241	2.3373493976	0.745098415	6889	4814	1817.7382170349	2101.9118597984	4131.4865312913	2108.7957631217	612.3931512875	24.6363636364	12.4090909091	2.6818181818	0.5650370303	484	308	1802.0411311019	1373.6741484277	3169.6460616072	1006.5615195383	470.7299561944	14.4137931034	3.1724137931	2.3793103448	0.5369094953	841	493	1759.4080135157	2102.5403251712	3993.5429316653	2104.5575436924	647.5098586265	145.3	43.2666666667	2.9333333333	0.6455080319	900	450
136	216	277.2195528241	309.464591145	559.7184714292	284.6352788141	74.7148919556	2.9897959184	1.306122449	1.4591836735	0.8271843805	86436	59388	277.2195528241	309.464591145	559.7184714292	284.6352788141	74.7148919556	2.9897959184	1.306122449	1.4591836735	0.8271843805	86436	59388	552.7830265929	623.8152209232	1284.8110045683	556.8644577674	200.209641289	27.2097902098	10.2447552448	1.8041958042	0.788586275	81796	51480	1425.2348025495	2329.5993821214	3294.2849712227	2484.3422157225	734.9766773061	31.2	4.6	2	0.6859567901	25	10	1817.7382170349	2101.9118597984	4131.4865312913	2108.7957631217	612.3931512875	24.6363636364	12.4090909091	2.6818181818	0.5650370303	484	308	1074.0259110176	863.4313863204	2152.78903192	762.6864388447	413.7946382197	94.5913043478	26.7130434783	2.7130434783	0.5835675852	13225	4370
137	217	155.1452907081	380.937045422	613.0758833942	341.316046949	55.2015402094	3.8	1.3428571429	1.3918367347	0.858220153	60025	40670	155.1452907081	380.937045422	613.0758833942	341.316046949	55.2015402094	3.8	1.3428571429	1.3918367347	0.858220153	60025	40670	514.4683744431	566.4394237836	1249.9505249023	502.0473812804	180.5022226156	32.7260869565	8.6217391304	1.8456521739	0.7661758733	211600	125120	64.7616084124	55.3248594135	131.2599319172	40.7165672918	10.1909791349	4.223880597	1.1343283582	1.776119403	0.6500775248	4489	1608	1425.2348025495	2329.5993821214	3294.2849712227	2484.3422157225	734.9766773061	31.2	4.6	2	0.6859567901	25	10	909.263351044	745.5243261362	1895.3679786746	632.2366496492	323.3688888698	44.4851485149	14.3069306931	2.2574257426	0.6727108716	10201	3636
138	218	353.2886643277	381.0189440111	953.8224967464	283.1271596681	117.6608255592	5.3804347826	2.4402173913	1.5217391304	0.8015254403	33856	24472	388.9519147471	431.3682774918	1023.2188405843	337.5990969947	127.1277657415	5.3978494624	2.4677419355	1.5215053763	0.8019267041	34596	25110	565.2338189567	807.0649827611	1471.8154717302	763.3596417334	224.1340549011	45.9684210526	13.4526315789	1.6210526316	0.8496191603	9025	6745	288.6248303925	199.9931446634	545.2452643695	124.0264868153	80.3734078839	9.4956521739	1.3913043478	1.7565217391	0.7104887417	13225	3680	64.7616084124	55.3248594135	131.2599319172	40.7165672918	10.1909791349	4.223880597	1.1343283582	1.776119403	0.6500775248	4489	1608	1270.5420059836	1155.0845276978	3167.7529220203	857.4501524836	476.3055217719	46.0322580645	14.3709677419	2.7096774194	0.5148672545	3844	1550
139	219	191.0568385775	179.7726191494	396.4803392404	135.6810807134	28.5972498528	2.641509434	1.3396226415	1.3459119497	0.8234929291	25281	17967	191.0568385775	179.7726191494	396.4803392404	135.6810807134	28.5972498528	2.641509434	1.3396226415	1.3459119497	0.8234929291	25281	17967	1367.2698928414	1169.878018112	2910.9359413541	1058.0809478543	536.3735642699	6.4285714286	5.5714285714	2	0.8552556938	49	35	178.0244147334	137.6021764794	490.2689543203	97.0919935064	91.783416913	42.9943181818	2.9829545455	3.0681818182	0.6900007163	30976	5632	338.2668675968	242.8646848024	662.9655649153	163.0796935028	101.6073258144	9.6120689655	1.5775862069	1.7931034483	0.7065964181	13456	3828	782.4317142697	607.6982863141	1622.9328429266	448.5790414707	210.1979179113	15.75	7.8076923077	1.9615384615	0.6417709955	2704	1144
140	220	213.4529098651	264.8854723802	403.7601266553	265.1064224159	35.4967135333	1.932038835	1.1067961165	1.2233009709	0.8408090615	10609	8034	213.4529098651	264.8854723802	403.7601266553	265.1064224159	35.4967135333	1.932038835	1.1067961165	1.2233009709	0.8408090615	10609	8034	1050.4263693196	1565.0515701232	2628.0109503876	1566.1322229024	346.8803366411	78.5535714286	23.6964285714	2.125	0.7520578742	3136	2016	190.3947831314	150.2344632271	392.834545894	84.1161323189	32.6356042818	6.3023255814	1.488372093	1.7558139535	0.6247776198	7396	2752	178.0244147334	137.6021764794	490.2689543203	97.0919935064	91.783416913	42.9943181818	2.9829545455	3.0681818182	0.6900007163	30976	5632	872.3778038402	820.1841429865	1743.0575671475	720.3578993219	340.9758814639	6.4782608696	2.9565217391	1.7826086957	0.5993978873	529	253
141	222	0	1661.060670867	1661.060670867	1661.060670867	0	1	1	1	1	1	1	0	1661.060670867	1661.060670867	1661.060670867	0	1	1	1	1	1	1	482.5938506029	460.2095127029	981.3850906627	422.4711773293	155.0062225923	36.2736156352	10.67752443	1.6938110749	0.8081767827	94249	63242	236.2948189374	180.6681666055	604.8180008539	122.201530072	111.4685998543	5.0875	1.225	1.875	0.6357554563	6400	1920	190.3947831314	150.2344632271	392.834545894	84.1161323189	32.6356042818	6.3023255814	1.488372093	1.7558139535	0.6247776198	7396	2752	706.9659122473	649.7553645509	1581.7557207252	605.6401293869	278.4573738381	127.75	35	2.375	0.7230861969	64	24
142	224	0	5231.3919278513	5231.3919278513	5231.3919278513	0	1	1	1	1	1	1	0	5231.3919278513	5231.3919278513	5231.3919278513	0	1	1	1	1	1	1	387.9121164671	562.152215532	1029.0504386611	517.456686918	127.5792631914	18.31640625	6.265625	1.5390625	0.8406007736	65536	44544	1418.5871038679	1085.9279722734	3593.226415551	607.4372231527	249.0343276078	9.3333333333	3	2.0666666667	0.4581319444	225	90	236.2948189374	180.6681666055	604.8180008539	122.201530072	111.4685998543	5.0875	1.225	1.875	0.6357554563	6400	1920	1351.1733292028	1078.6273437177	4173.0976841051	770.4595417225	725.4062385389	51.6202531646	16.8860759494	2.3924050633	0.6235512363	6241	2212
143	225	5.9643032308	124.6477542532	125.5230173695	125.5230173695	1.4791634583843919e-08	2.6666666667	1	1.3333333333	0.875	144	72	5.9643032308	124.6477542532	125.5230173695	125.5230173695	1.4791634583843919e-08	2.6666666667	1	1.3333333333	0.875	144	72	469.9991966825	508.495706706	1192.7700916556	411.3729105835	155.4275887793	15.9	5.3842105263	1.6157894737	0.7930093146	36100	26220	287.450606505	429.9235093711	722.2385804238	372.9623222631	63.4397817367	5.2	2.08	1.4666666667	0.7596815636	5625	1875	1418.5871038679	1085.9279722734	3593.226415551	607.4372231527	249.0343276078	9.3333333333	3	2.0666666667	0.4581319444	225	90	1191.8724446098	946.8342502134	3544.208934161	678.7683538547	603.9586828096	41.25	15.3529411765	2.2941176471	0.7063928701	4624	1768
144	228	447.3178683405	603.028774667	1716.5103456668	488.7118665873	236.6476853518	8.1306818182	2.4318181818	1.4829545455	0.8064198591	30976	19712	478.9550620001	628.8483397864	1787.0430562996	512.2456891635	249.6807938403	8.2146892655	2.5480225989	1.5084745763	0.8033269741	31329	20001	286.2761203786	256.4640283174	599.5407867575	205.3887151578	67.4712555217	6	3.2222222222	1.4135802469	0.8186548874	26244	18630	1131.5642185528	987.057647436	2360.7867598106	913.4760664107	304.2508767046	11.3333333333	6.4333333333	1.8666666667	0.6877006421	900	480	287.450606505	429.9235093711	722.2385804238	372.9623222631	63.4397817367	5.2	2.08	1.4666666667	0.7596815636	5625	1875	1404.8219069748	1135.5529420273	2966.5223772397	1032.0631331718	565.8712713964	159.8679245283	45.3679245283	2.7735849057	0.6399488949	11236	3498
145	229	387.8521524696	431.4658872646	1228.1052929216	350.608043783	164.5591751498	6.2282608696	2.3586956522	1.3804347826	0.8818882199	33856	23368	387.8521524696	431.4658872646	1228.1052929216	350.608043783	164.5591751498	6.2282608696	2.3586956522	1.3804347826	0.8818882199	33856	23368	295.8292471555	367.3360895672	620.3347672494	345.675678206	73.9879824021	2.5094339623	1.4528301887	1.2358490566	0.8446806737	11236	8586	374.9302495439	304.2820370538	814.4418659725	203.9425099789	129.9047091112	6.2444444444	1.6	1.8148148148	0.7128326128	18225	5535	1131.5642185528	987.057647436	2360.7867598106	913.4760664107	304.2508767046	11.3333333333	6.4333333333	1.8666666667	0.6877006421	900	480	1729.0014493183	1809.9948177933	3761.7027557882	1844.2873605664	608.4354015214	104.2424242424	32.5454545455	2.4545454545	0.7095902465	1089	528
146	230	343.1395968724	462.7620012476	787.8916373537	436.3846705098	72.4137888053	4.0058823529	1.4529411765	1.4176470588	0.8080747734	28900	17170	376.4960971602	490.307789549	866.3296987007	461.0502482412	86.8646314896	4.1169590643	1.5789473684	1.4444444444	0.8048636882	29241	17442	0	1661.060670867	1661.060670867	1661.060670867	0	1	1	1	1	1	1	632.7907751253	681.491875921	1739.0083533415	597.680751469	264.509953976	6.7625	2.05	2.5625	0.5080785351	6400	2000	374.9302495439	304.2820370538	814.4418659725	203.9425099789	129.9047091112	6.2444444444	1.6	1.8148148148	0.7128326128	18225	5535	838.9592670654	632.7494038484	1776.4097779595	495.6861405368	240.2840473045	47.8771929825	14.4561403509	2.0877192982	0.7693320255	3249	1197
147	231	386.3349859156	667.0606992486	966.4370229247	691.2061860611	65.9817220514	2.6	1.6	1.2923076923	0.9071604938	4225	3055	386.3349859156	667.0606992486	966.4370229247	691.2061860611	65.9817220514	2.6	1.6	1.2923076923	0.9071604938	4225	3055	0	5231.3919278513	5231.3919278513	5231.3919278513	0	1	1	1	1	1	1	636.2562429348	630.0035052706	1191.78750189	737.7569077205	134.0358402433	4.8305084746	1.8305084746	1.5254237288	0.7836436499	3481	1357	675.4260433743	729.2120283836	1821.4536664424	647.3143233937	280.4754604172	6.8148148148	2.1111111111	2.5555555556	0.5101724538	6561	2106	2794.9434325941	2207.9177425439	5711.1717849005	1782.825533374	964.9553276908	159.375	51.2916666667	3.2291666667	0.5237493501	2304	1152
148	232	329.9126080858	353.2560657818	780.3600147845	292.028148758	66.24037921	6.3557692308	2.1442307692	1.4326923077	0.8762691233	10816	6344	329.9126080858	353.2560657818	780.3600147845	292.028148758	66.24037921	6.3557692308	2.1442307692	1.4326923077	0.8762691233	10816	6344	435.0559459984	432.9448570154	1006.483537738	405.7970199913	171.3583839004	79.1538461538	21.9230769231	1.8461538462	0.8295915058	169	91	473.4025455579	380.1440927412	833.5686211941	283.2518938977	86.4928120781	5.0694444444	1.5138888889	1.9861111111	0.6543177989	5184	2016	749.3707104875	758.4238567501	1428.6822957464	864.9779952499	180.7138774719	5.0327868852	2	1.5409836066	0.780169627	3721	1464	3649.8509272807	3294.5717811018	8045.2120561778	2987.517378603	1368.6961702027	303.1395348837	96.4651162791	4.488372093	0.5117414342	1849	817
149	233	1132.1389383683	1148.3605439858	2243.4524873569	931.089804439	278.5953202353	9.0816326531	2.306122449	1.8163265306	0.6953137829	2401	1715	1132.1389383683	1148.3605439858	2243.4524873569	931.089804439	278.5953202353	9.0816326531	2.306122449	1.8163265306	0.6953137829	2401	1715	642.6020003765	752.1450217087	2116.2663307388	619.1108339622	313.1537393206	23.0710382514	7.8907103825	1.6557377049	0.7937734845	33489	21411	397.6877011698	478.2620682294	831.8320252147	634.3613658994	78.1596933876	6.8205128205	1.4743589744	2.2948717949	0.5795120563	6084	1560	549.7545811816	445.8009106597	1016.681381557	343.1278742905	120.1505528416	5.3150684932	1.8082191781	2.0410958904	0.6489022017	5329	2117	2613.4979044522	2844.7167272756	5661.0634886335	2851.41159736	1161.4573382265	307.1428571429	81.2857142857	3.7142857143	0.5713090144	49	21
150	234	840.3715909112	1438.0539567757	2283.3296481333	1440.665092519	232.2907903576	10.1206896552	5.3620689655	1.6379310345	0.8220830115	3364	2726	826.1280046246	1441.7963774011	2272.7453621255	1444.3632566063	228.3536583176	9.9661016949	5.2881355932	1.6271186441	0.8250985537	3481	2832	526.1866852	543.4899488111	1525.5474919549	447.042959645	217.3008807385	15.6984126984	6.2063492063	1.5026455026	0.8718767998	35721	24759	228.1619021507	158.5230333732	370.4969043344	57.5780838132	95.8715685248	8	2	3	0.34375	9	3	397.6877011698	478.2620682294	831.8320252147	634.3613658994	78.1596933876	6.8205128205	1.4743589744	2.2948717949	0.5795120563	6084	1560	911.8408267275	794.4827450658	1882.0346674649	718.4171766452	339.9539030099	76.3928571429	25.4761904762	2.4047619048	0.6288450543	7056	2604
151	235	1209.6608752926	1953.2558769233	2757.2143667202	2082.2082382576	612.4805729438	26.3333333333	4.1666666667	1.8333333333	0.7382973251	36	18	1209.6608752926	1953.2558769233	2757.2143667202	2082.2082382576	612.4805729438	26.3333333333	4.1666666667	1.8333333333	0.7382973251	36	18	946.2612136593	901.5402051541	1983.7860683816	844.7012427776	310.7917857255	88.4352331606	25.414507772	2.0518134715	0.7556196003	37249	20844	386.1144043024	394.5974686062	666.7453301468	385.717754505	90.9944720086	4.0217391304	1.3043478261	1.6956521739	0.6941425121	2116	736	228.1619021507	158.5230333732	370.4969043344	57.5780838132	95.8715685248	8	2	3	0.34375	9	3	564.7478214596	454.3349028578	1180.6768446675	362.9634592983	189.8598122349	24.9262295082	8.0655737705	1.9754098361	0.6960706961	14884	4514
152	236	0	397.2031385799	397.2031385799	397.2031385799	0	1.5	1	1	1	16	12	0	397.2031385799	397.2031385799	397.2031385799	0	1.5	1	1	1	16	12	822.7128751978	1065.5106119113	1948.3705012963	1080.4007949575	264.1910556022	46.0394736842	14.7236842105	1.6578947368	0.8607431334	5776	3952	264.118461089	536.4443771279	773.0225114904	492.7081616067	69.0898408036	8.1714285714	1.1428571429	1.8	0.615345805	1225	315	386.1144043024	394.5974686062	666.7453301468	385.717754505	90.9944720086	4.0217391304	1.3043478261	1.6956521739	0.6941425121	2116	736	335.1839447014	289.8028164348	835.8307050114	238.6525781962	153.8734474403	59.1475409836	8.3715846995	3.1530054645	0.6830351315	33489	6588
153	237	145.7329426235	254.8519075573	341.0916116407	250.1236197691	3.3012702075	2.2608695652	1.077294686	1.309178744	0.8505081844	42849	30222	145.7329426235	254.8519075573	341.0916116407	250.1236197691	3.3012702075	2.2608695652	1.077294686	1.309178744	0.8505081844	42849	30222	483.7210768963	465.8375855546	1092.7241335805	392.8225761269	128.0023410964	26.1495327103	8.1869158879	1.5981308411	0.8607656585	11449	6741	3923.3215655731	3458.9296882962	5051.9537136326	4251.4078928408	752.6343034367	3	3	1	1	1	1	264.118461089	536.4443771279	773.0225114904	492.7081616067	69.0898408036	8.1714285714	1.1428571429	1.8	0.615345805	1225	315	689.5757062486	597.9001928696	1469.9676224015	506.0444652918	216.2679592279	55.587628866	17.6082474227	2.2474226804	0.6003251752	9409	3589
